time,power
2021-11-23 21:19:20,102.4
2021-11-23 21:19:30,102.22
2021-11-23 21:19:40,102.32
2021-11-23 21:19:50,102.44
2021-11-23 21:20:00,102.57
2021-11-23 21:20:10,102.75
2021-11-23 21:20:20,102.89
2021-11-23 21:20:30,103.01
2021-11-23 21:20:40,103.12
2021-11-23 21:20:50,103.24
2021-11-23 21:21:00,103.3
2021-11-23 21:21:10,103.36
2021-11-23 21:21:20,103.45
2021-11-23 21:21:30,103.52
2021-11-23 21:21:40,103.59
2021-11-23 21:21:50,103.65
2021-11-23 21:22:00,103.68
2021-11-23 21:22:10,103.73
2021-11-23 21:22:20,103.8
2021-11-23 21:22:30,103.83
2021-11-23 21:22:40,103.9
2021-11-23 21:22:50,103.93
2021-11-23 21:23:00,103.96
2021-11-23 21:23:10,103.97
2021-11-23 21:23:20,104.03
2021-11-23 21:23:30,104.03
2021-11-23 21:23:40,104.05
2021-11-23 21:23:50,104.13
2021-11-23 21:24:00,104.13
2021-11-23 21:24:10,104.14
2021-11-23 21:24:20,104.19
2021-11-23 21:24:30,104.26
2021-11-23 21:24:40,104.28
2021-11-23 21:24:50,104.32
2021-11-23 21:25:00,104.33
2021-11-23 21:25:10,104.32
2021-11-23 21:25:20,104.38
2021-11-23 21:25:30,104.38
2021-11-23 21:25:40,104.44
2021-11-23 21:25:50,104.45
2021-11-23 21:26:00,104.47
2021-11-23 21:26:10,104.54
2021-11-23 21:26:20,104.56
2021-11-23 21:26:30,104.58
2021-11-23 21:26:40,104.6
2021-11-23 21:26:50,104.59
2021-11-23 21:27:00,104.57
2021-11-23 21:27:10,104.62
2021-11-23 21:27:20,104.66
2021-11-23 21:27:30,104.65
2021-11-23 21:27:40,104.67
2021-11-23 21:27:50,104.69
2021-11-23 21:28:00,104.75
2021-11-23 21:28:10,104.74
2021-11-23 21:28:20,104.74
2021-11-23 21:28:30,104.78
2021-11-23 21:28:40,104.81
2021-11-23 21:28:50,104.83
2021-11-23 21:29:00,104.83
2021-11-23 21:29:10,104.88
2021-11-23 21:29:20,104.89
2021-11-23 21:29:30,104.89
2021-11-23 21:29:40,104.87
2021-11-23 21:29:50,104.91
2021-11-23 21:30:00,104.93
2021-11-23 21:30:10,104.95
2021-11-23 21:30:20,104.94
2021-11-23 21:30:30,104.97
2021-11-23 21:30:40,104.99
2021-11-23 21:30:50,104.98
2021-11-23 21:31:00,105.01
2021-11-23 21:31:10,105.04
2021-11-23 21:31:20,105.03
2021-11-23 21:31:30,105.03
2021-11-23 21:31:40,105.07
2021-11-23 21:31:50,105.05
2021-11-23 21:32:00,105.08
2021-11-23 21:32:10,105.08
2021-11-23 21:32:20,105.07
2021-11-23 21:32:30,105.11
2021-11-23 21:32:40,105.11
2021-11-23 21:32:50,105.12
2021-11-23 21:33:00,105.16
2021-11-23 21:33:10,105.13
2021-11-23 21:33:20,105.12
2021-11-23 21:33:30,105.16
2021-11-23 21:33:40,105.17
2021-11-23 21:33:50,105.16
2021-11-23 21:34:00,105.2
2021-11-23 21:34:10,105.22
2021-11-23 21:34:20,105.22
2021-11-23 21:34:30,105.22
2021-11-23 21:34:40,105.21
