time,power
2021-11-17 21:03:10,112.27
2021-11-17 21:03:20,112.03
2021-11-17 21:03:30,111.78
2021-11-17 21:03:40,111.7
2021-11-17 21:03:50,111.63
2021-11-17 21:04:00,111.59
2021-11-17 21:04:10,111.56
2021-11-17 21:04:20,111.54
2021-11-17 21:04:30,111.51
2021-11-17 21:04:40,111.48
2021-11-17 21:04:50,111.46
2021-11-17 21:05:00,111.45
2021-11-17 21:05:10,111.43
2021-11-17 21:05:20,111.42
2021-11-17 21:05:30,111.41
2021-11-17 21:05:40,111.37
2021-11-17 21:05:50,111.37
2021-11-17 21:06:00,111.35
2021-11-17 21:06:10,111.34
2021-11-17 21:06:20,111.33
2021-11-17 21:06:30,111.32
2021-11-17 21:06:40,111.3
2021-11-17 21:06:50,111.27
2021-11-17 21:07:00,111.27
2021-11-17 21:07:10,111.27
2021-11-17 21:07:20,111.25
2021-11-17 21:07:30,111.25
2021-11-17 21:07:40,111.24
2021-11-17 21:07:50,111.24
2021-11-17 21:08:00,111.23
2021-11-17 21:08:10,111.23
2021-11-17 21:08:20,111.19
2021-11-17 21:08:30,111.2
2021-11-17 21:08:40,111.2
2021-11-17 21:08:50,111.21
2021-11-17 21:09:00,111.19
2021-11-17 21:09:10,111.19
2021-11-17 21:09:20,111.18
2021-11-17 21:09:30,111.18
2021-11-17 21:09:40,111.18
2021-11-17 21:09:50,111.17
2021-11-17 21:10:00,111.16
2021-11-17 21:10:10,111.18
2021-11-17 21:10:20,111.18
2021-11-17 21:10:30,111.16
2021-11-17 21:10:40,111.16
2021-11-17 21:10:50,111.16
2021-11-17 21:11:00,111.16
2021-11-17 21:11:10,111.16
2021-11-17 21:11:20,111.16
2021-11-17 21:11:30,111.16
2021-11-17 21:11:40,111.16
2021-11-17 21:11:50,111.16
2021-11-17 21:12:00,111.16
2021-11-17 21:12:10,111.16
2021-11-17 21:12:20,111.17
2021-11-17 21:12:30,111.16
2021-11-17 21:12:40,111.17
2021-11-17 21:12:50,111.17
2021-11-17 21:13:00,111.17
2021-11-17 21:13:10,111.17
2021-11-17 21:13:20,111.17
2021-11-17 21:13:30,111.19
2021-11-17 21:13:40,111.18
2021-11-17 21:13:50,111.18
2021-11-17 21:14:00,111.19
2021-11-17 21:14:10,111.21
2021-11-17 21:14:20,111.21
2021-11-17 21:14:30,111.21
2021-11-17 21:14:40,111.23
2021-11-17 21:14:50,111.22
2021-11-17 21:15:00,111.22
2021-11-17 21:15:10,111.23
2021-11-17 21:15:20,111.23
2021-11-17 21:15:30,111.25
2021-11-17 21:15:40,111.24
2021-11-17 21:15:50,111.18
2021-11-17 21:16:00,111.14
2021-11-17 21:16:10,111.14
2021-11-17 21:16:20,111.16
2021-11-17 21:16:30,111.16
2021-11-17 21:16:40,111.17
2021-11-17 21:16:50,111.17
2021-11-17 21:17:00,111.18
2021-11-17 21:17:10,111.18
2021-11-17 21:17:20,111.19
2021-11-17 21:17:30,111.19
2021-11-17 21:17:40,111.21
2021-11-17 21:17:50,111.2
2021-11-17 21:18:00,111.22
2021-11-17 21:18:10,111.21
2021-11-17 21:18:20,111.23
2021-11-17 21:18:30,111.24
2021-11-17 21:18:40,111.24
2021-11-17 21:18:50,111.24
2021-11-17 21:19:00,111.27
2021-11-17 21:19:10,111.25
2021-11-17 21:19:20,111.26
2021-11-17 21:19:30,111.28
2021-11-17 21:19:40,111.26
2021-11-17 21:19:50,111.28
2021-11-17 21:20:00,111.28
2021-11-17 21:20:10,111.28
2021-11-17 21:20:20,111.3
2021-11-17 21:20:30,111.3
2021-11-17 21:20:40,111.3
2021-11-17 21:20:50,111.3
2021-11-17 21:21:00,111.3
2021-11-17 21:21:10,111.3
2021-11-17 21:21:20,111.31
2021-11-17 21:21:30,111.32
2021-11-17 21:21:40,111.32
2021-11-17 21:21:50,111.32
2021-11-17 21:22:00,111.33
2021-11-17 21:22:10,111.35
2021-11-17 21:22:20,111.37
2021-11-17 21:22:30,111.36
2021-11-17 21:22:40,111.35
2021-11-17 21:22:50,111.36
2021-11-17 21:23:00,111.38
2021-11-17 21:23:10,111.38
2021-11-17 21:23:20,111.39
2021-11-17 21:23:30,111.39
2021-11-17 21:23:40,111.4
2021-11-17 21:23:50,111.4
2021-11-17 21:24:00,111.41
2021-11-17 21:24:10,111.4
2021-11-17 21:24:20,111.42
2021-11-17 21:24:30,111.42
2021-11-17 21:24:40,111.43
2021-11-17 21:24:50,111.42
2021-11-17 21:25:00,111.44
2021-11-17 21:25:10,111.44
2021-11-17 21:25:20,111.44
2021-11-17 21:25:30,111.46
2021-11-17 21:25:40,111.45
2021-11-17 21:25:50,111.46
2021-11-17 21:26:00,111.47
2021-11-17 21:26:10,111.47
2021-11-17 21:26:20,111.48
2021-11-17 21:26:30,111.5
2021-11-17 21:26:40,111.49
2021-11-17 21:26:50,111.5
2021-11-17 21:27:00,111.5
2021-11-17 21:27:10,111.51
2021-11-17 21:27:20,111.51
2021-11-17 21:27:30,111.53
2021-11-17 21:27:40,111.54
2021-11-17 21:27:50,111.53
2021-11-17 21:28:00,111.53
2021-11-17 21:28:10,111.52
2021-11-17 21:28:20,111.54
2021-11-17 21:28:30,111.53
2021-11-17 21:28:40,111.54
2021-11-17 21:28:50,111.55
2021-11-17 21:29:00,111.55
2021-11-17 21:29:10,111.56
2021-11-17 21:29:20,111.56
2021-11-17 21:29:30,111.56
2021-11-17 21:29:40,111.57
