time,power
2021-12-27 21:34:40,158.53
2021-12-27 21:34:50,158.43
2021-12-27 21:35:00,158.3
2021-12-27 21:35:10,158.25
2021-12-27 21:35:20,158.18
2021-12-27 21:35:30,158.1
2021-12-27 21:35:40,158.07
2021-12-27 21:35:50,158.02
2021-12-27 21:36:00,157.99
2021-12-27 21:36:10,157.93
2021-12-27 21:36:20,157.91
2021-12-27 21:36:30,157.87
2021-12-27 21:36:40,157.84
2021-12-27 21:36:50,157.79
2021-12-27 21:37:00,157.77
2021-12-27 21:37:10,157.76
2021-12-27 21:37:20,157.74
2021-12-27 21:37:30,157.69
2021-12-27 21:37:40,157.67
2021-12-27 21:37:50,157.64
2021-12-27 21:38:00,157.63
2021-12-27 21:38:10,157.62
2021-12-27 21:38:20,157.57
2021-12-27 21:38:30,157.58
2021-12-27 21:38:40,157.54
2021-12-27 21:38:50,157.54
2021-12-27 21:39:00,157.52
2021-12-27 21:39:10,157.5
2021-12-27 21:39:20,157.47
2021-12-27 21:39:30,157.46
2021-12-27 21:39:40,157.46
2021-12-27 21:39:50,157.44
2021-12-27 21:40:00,157.43
2021-12-27 21:40:10,157.42
2021-12-27 21:40:20,157.39
2021-12-27 21:40:30,157.39
2021-12-27 21:40:40,157.37
2021-12-27 21:40:50,157.35
2021-12-27 21:41:00,157.37
2021-12-27 21:41:10,157.33
2021-12-27 21:41:20,157.31
2021-12-27 21:41:30,157.34
2021-12-27 21:41:40,157.33
2021-12-27 21:41:50,157.3
2021-12-27 21:42:00,157.29
2021-12-27 21:42:10,157.29
2021-12-27 21:42:20,157.27
2021-12-27 21:42:30,157.26
2021-12-27 21:42:40,157.26
2021-12-27 21:42:50,157.27
2021-12-27 21:43:00,157.26
2021-12-27 21:43:10,157.23
2021-12-27 21:43:20,157.23
2021-12-27 21:43:30,157.21
2021-12-27 21:43:40,157.22
2021-12-27 21:43:50,157.2
2021-12-27 21:44:00,157.19
2021-12-27 21:44:10,157.18
2021-12-27 21:44:20,157.17
2021-12-27 21:44:30,157.18
2021-12-27 21:44:40,157.19
2021-12-27 21:44:50,157.17
2021-12-27 21:45:00,157.19
2021-12-27 21:45:10,157.18
2021-12-27 21:45:20,157.16
2021-12-27 21:45:30,157.16
2021-12-27 21:45:40,157.15
2021-12-27 21:45:50,157.17
2021-12-27 21:46:00,157.16
2021-12-27 21:46:10,157.14
2021-12-27 21:46:20,157.14
2021-12-27 21:46:30,157.14
2021-12-27 21:46:40,157.13
2021-12-27 21:46:50,157.12
2021-12-27 21:47:00,157.16
2021-12-27 21:47:10,157.15
2021-12-27 21:47:20,157.14
2021-12-27 21:47:30,157.15
2021-12-27 21:47:40,157.13
2021-12-27 21:47:50,157.13
2021-12-27 21:48:00,157.12
2021-12-27 21:48:10,157.12
2021-12-27 21:48:20,157.13
2021-12-27 21:48:30,157.14
2021-12-27 21:48:40,157.13
2021-12-27 21:48:50,157.13
2021-12-27 21:49:00,157.11
2021-12-27 21:49:10,157.12
2021-12-27 21:49:20,157.12
2021-12-27 21:49:30,157.11
2021-12-27 21:49:40,157.13
2021-12-27 21:49:50,157.1
2021-12-27 21:50:00,157.12
2021-12-27 21:50:10,157.11
2021-12-27 21:50:20,157.11
2021-12-27 21:50:30,157.11
2021-12-27 21:50:40,157.1
2021-12-27 21:50:50,157.12
2021-12-27 21:51:00,157.11
2021-12-27 21:51:10,157.13
2021-12-27 21:51:20,157.12
2021-12-27 21:51:30,157.13
2021-12-27 21:51:40,157.13
2021-12-27 21:51:50,157.12
2021-12-27 21:52:00,157.12
2021-12-27 21:52:10,157.13
2021-12-27 21:52:20,157.13
2021-12-27 21:52:30,157.14
2021-12-27 21:52:40,157.13
2021-12-27 21:52:50,157.13
2021-12-27 21:53:00,157.12
