time,power
2021-11-23 21:39:50,104.41
2021-11-23 21:40:00,104.25
2021-11-23 21:40:10,104.06
2021-11-23 21:40:20,103.94
2021-11-23 21:40:30,103.86
2021-11-23 21:40:40,103.82
2021-11-23 21:40:50,103.89
2021-11-23 21:41:00,103.88
2021-11-23 21:41:10,103.86
2021-11-23 21:41:20,103.83
2021-11-23 21:41:30,103.84
2021-11-23 21:41:40,104.21
2021-11-23 21:41:50,104.58
2021-11-23 21:42:00,104.6
2021-11-23 21:42:10,104.57
2021-11-23 21:42:20,104.59
2021-11-23 21:42:30,104.54
2021-11-23 21:42:40,104.54
2021-11-23 21:42:50,104.53
2021-11-23 21:43:00,104.53
2021-11-23 21:43:10,104.51
2021-11-23 21:43:20,104.49
2021-11-23 21:43:30,104.48
2021-11-23 21:43:40,104.47
2021-11-23 21:43:50,104.48
2021-11-23 21:44:00,104.47
2021-11-23 21:44:10,104.47
2021-11-23 21:44:20,104.46
2021-11-23 21:44:30,104.45
2021-11-23 21:44:40,104.46
2021-11-23 21:44:50,104.45
2021-11-23 21:45:00,104.45
2021-11-23 21:45:10,104.44
2021-11-23 21:45:20,104.43
2021-11-23 21:45:30,104.44
2021-11-23 21:45:40,104.43
2021-11-23 21:45:50,104.42
2021-11-23 21:46:00,104.43
2021-11-23 21:46:10,104.42
2021-11-23 21:46:20,104.43
2021-11-23 21:46:30,104.42
2021-11-23 21:46:40,104.43
2021-11-23 21:46:50,104.44
2021-11-23 21:47:00,104.43
2021-11-23 21:47:10,104.45
2021-11-23 21:47:20,104.43
2021-11-23 21:47:30,104.45
2021-11-23 21:47:40,106.66
2021-11-23 21:47:50,106.64
2021-11-23 21:48:00,106.62
2021-11-23 21:48:10,106.62
2021-11-23 21:48:20,106.6
2021-11-23 21:48:30,106.6
2021-11-23 21:48:40,106.63
2021-11-23 21:48:50,106.63
2021-11-23 21:49:00,106.67
2021-11-23 21:49:10,106.66
2021-11-23 21:49:20,106.68
2021-11-23 21:49:30,106.71
2021-11-23 21:49:40,106.71
2021-11-23 21:49:50,106.73
2021-11-23 21:50:00,106.75
2021-11-23 21:50:10,106.75
2021-11-23 21:50:20,106.8
2021-11-23 21:50:30,106.79
2021-11-23 21:50:40,106.83
